customer_id,recency,frequency,profit,r,f,m,rfm_score,customer_profile,address,postcode,state,country,property_valuation,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
2466,19.0,5,1576.8200000000002,3,2,1,321,Gold,188 Carberry Point,4650,QLD,Australia,1,Male,62,1980-10-04,Entertainment,High Net Worth,No,16.0,42.976532809264405,35-49
2467,21.0,5,1961.7900000000002,3,2,2,322,Gold,083 Farragut Avenue,2540,NSW,Australia,7,Female,71,1975-07-15,Manufacturing,Affluent Customer,Yes,4.0,48.200459378598474,35-49
2468,21.0,10,6900.79,3,4,4,344,Gold,62052 Loomis Avenue,4014,QLD,Australia,8,Male,51,1995-12-12,Retail,High Net Worth,No,1.0,27.789362641499153,20-34
2470,12.0,4,2823.58,4,1,2,412,Platinum,6247 Crest Line Terrace,2250,NSW,Australia,8,Male,70,1957-07-04,Argiculture,Mass Customer,No,13.0,66.22957701961779,65-79
2471,13.0,5,2490.66,4,2,2,422,Platinum,77 Armistice Alley,2208,NSW,Australia,10,Male,55,1978-12-20,Manufacturing,Mass Customer,Yes,8.0,44.767123991834886,35-49
2472,85.0,6,4181.0,2,2,3,223,Silver,572 Meadow Ridge Drive,3160,VIC,Australia,7,Male,99,1989-06-02,Health,High Net Worth,Yes,16.0,34.316532946159754,35-49
2473,113.0,5,2600.73,1,2,2,122,Bronze,7 Mcguire Terrace,3754,VIC,Australia,6,Male,50,1970-05-10,Entertainment,Mass Customer,Yes,13.0,53.380579435820735,50-64
2474,31.0,8,4958.1,3,4,4,344,Gold,70 Erie Street,4814,QLD,Australia,2,Female,59,1980-06-08,Argiculture,High Net Worth,Yes,6.0,43.29960583608905,35-49
2476,14.0,14,7493.2300000000005,4,4,4,444,Platinum,567 Scott Park,4118,QLD,Australia,5,Male,13,1956-09-25,Property,High Net Worth,No,17.0,67.00166679558856,65-79
2477,40.0,1,802.26,3,1,1,311,Silver,9248 Sugar Terrace,2530,NSW,Australia,9,Male,25,1977-03-23,Manufacturing,Affluent Customer,Yes,10.0,46.511170755286564,35-49
2478,114.0,7,2307.25,1,3,2,132,Bronze,13 Tennyson Point,4370,QLD,Australia,6,Male,85,1966-07-07,Financial Services,Affluent Customer,Yes,10.0,57.22186296662561,50-64
2479,2.0,7,1732.26,4,3,1,431,Platinum,88540 Scoville Plaza,3195,VIC,Australia,9,Female,81,1996-11-06,Retail,Mass Customer,No,5.0,26.885853329192944,20-34
2480,42.0,5,3382.4,3,2,3,323,Gold,22779 Graedel Road,4655,QLD,Australia,2,Female,3,1971-12-26,Manufacturing,High Net Worth,Yes,16.0,51.75152476666257,50-64
2481,20.0,7,3836.2400000000002,3,3,3,333,Gold,51800 Meadow Vale Point,3023,VIC,Australia,7,Female,71,1979-01-20,Manufacturing,Mass Customer,Yes,12.0,44.682248874618246,35-49
2482,232.0,3,1400.8299999999997,1,1,1,111,Bronze,1 Trailsway Lane,2145,NSW,Australia,9,Male,95,1953-12-10,Health,Mass Customer,Yes,10.0,69.79433194271684,65-79
2483,69.0,5,969.6500000000001,2,2,1,221,Silver,65662 Haas Trail,2560,NSW,Australia,7,Female,54,1987-06-06,Manufacturing,Mass Customer,No,10.0,36.3069913402404,35-49
2484,24.0,6,2157.24,3,2,2,322,Gold,0 Union Plaza,2444,NSW,Australia,7,Female,77,1979-10-03,Property,Mass Customer,Yes,14.0,43.98134468082919,35-49
2486,229.0,2,1185.85,1,1,1,111,Bronze,24877 3rd Circle,2063,NSW,Australia,12,Female,77,1954-03-09,Manufacturing,Mass Customer,Yes,5.0,69.55065821909486,65-79
2487,98.0,4,2180.75,1,1,2,112,Bronze,34797 Londonderry Trail,3806,VIC,Australia,7,Male,92,1978-01-13,IT,Affluent Customer,Yes,14.0,45.70075028121797,35-49
2488,18.0,6,2774.48,3,2,2,322,Gold,24649 Kennedy Street,2114,NSW,Australia,8,Female,32,1988-11-17,Financial Services,Mass Customer,Yes,7.0,34.85590062653649,35-49
2489,40.0,8,6854.85,3,4,4,344,Gold,9 Spaight Place,2102,NSW,Australia,9,Female,42,1976-06-12,Retail,Mass Customer,No,15.0,47.2887363452713,35-49
2490,38.0,5,1663.67,3,2,1,321,Gold,711 Hayes Court,2120,NSW,Australia,10,Male,28,1987-10-01,Health,Mass Customer,Yes,5.0,35.986656220422745,35-49
2491,105.0,6,2136.1800000000003,1,2,2,122,Bronze,30624 John Wall Point,3101,VIC,Australia,7,Male,74,1977-05-08,Health,Mass Customer,No,14.0,46.3852270329651,35-49
2492,7.0,10,8437.43,4,4,4,444,Platinum,46 Victoria Center,2770,NSW,Australia,9,Male,35,1974-02-01,Manufacturing,High Net Worth,No,9.0,49.6488121852954,50-64
2493,54.0,3,2303.0,2,1,2,212,Silver,99 Blackbird Court,2203,NSW,Australia,11,Male,56,1981-08-19,Entertainment,Mass Customer,Yes,17.0,42.10314047403507,35-49
2494,95.0,7,3632.29,1,3,3,133,Bronze,00 Rutledge Alley,2166,NSW,Australia,9,Female,98,1974-08-08,Manufacturing,High Net Worth,No,16.0,49.13408566798156,50-64
2495,31.0,8,2232.7799999999997,3,4,2,342,Gold,719 Vahlen Way,2560,NSW,Australia,8,Female,89,1953-11-12,IT,Affluent Customer,No,17.0,69.87099333891251,65-79
2496,196.0,5,707.5600000000002,1,2,1,121,Bronze,02 Declaration Lane,4551,QLD,Australia,7,Male,29,1980-08-26,Manufacturing,Mass Customer,Yes,21.0,43.08331118253695,35-49
2497,46.0,4,2981.3900000000003,2,1,3,213,Silver,9366 Judy Alley,4171,QLD,Australia,9,Male,33,1969-04-05,Property,Affluent Customer,No,12.0,54.475742238616135,50-64
2498,7.0,8,3423.2000000000007,4,4,3,443,Platinum,07623 Mandrake Trail,2093,NSW,Australia,11,Female,70,1978-02-02,Retail,High Net Worth,No,8.0,45.645992141078196,35-49
2499,175.0,3,2160.75,1,1,2,112,Bronze,050 Buell Lane,4055,QLD,Australia,7,Female,77,1973-08-30,Retail,Mass Customer,No,14.0,50.07318777137861,50-64
2500,23.0,3,766.4200000000001,3,1,1,311,Silver,556 Gale Road,4165,QLD,Australia,6,Female,35,1957-12-18,Property,High Net Worth,Yes,17.0,65.77234654945072,65-79
2501,18.0,7,1813.87,3,3,1,331,Gold,24 Helena Alley,2566,NSW,Australia,9,Female,80,1971-07-12,Financial Services,Mass Customer,Yes,10.0,52.20875523682965,50-64
2502,14.0,5,2014.63,4,2,2,422,Platinum,77410 Bluejay Street,3046,VIC,Australia,9,Female,6,1964-08-23,Manufacturing,Mass Customer,Yes,11.0,59.09185345239876,50-64
2503,108.0,4,2609.51,1,1,2,112,Bronze,62 Doe Crossing Junction,2760,NSW,Australia,7,Male,80,1967-07-16,Health,Affluent Customer,Yes,10.0,56.197885746011906,50-64
2504,93.0,5,3270.9399999999996,1,2,3,123,Bronze,7 Lake View Street,4060,QLD,Australia,9,Male,52,2000-04-29,Property,Mass Customer,No,2.0,23.40871143031754,20-34
2505,12.0,9,3340.35,4,4,3,443,Platinum,30 Redwing Pass,2112,NSW,Australia,11,Female,45,1980-08-25,Financial Services,High Net Worth,No,3.0,43.08604908954394,35-49
2506,106.0,4,3636.97,1,1,3,113,Bronze,99488 Mccormick Terrace,2207,NSW,Australia,11,Female,97,1955-01-20,Health,Affluent Customer,No,9.0,68.68274169787951,65-79
2507,47.0,4,3467.88,2,1,3,213,Silver,60 Banding Terrace,2880,NSW,Australia,1,Female,77,1986-06-25,Health,Affluent Customer,Yes,8.0,37.25430716465842,35-49
2509,25.0,8,3812.53,3,4,3,343,Gold,53 Anthes Point,4341,QLD,Australia,2,Male,99,1971-07-07,Financial Services,Mass Customer,No,7.0,52.222444771864595,50-64
2510,111.0,6,5681.299999999999,1,2,4,124,Bronze,0 Mosinee Lane,3250,VIC,Australia,4,Male,43,1973-04-10,Manufacturing,Mass Customer,Yes,7.0,50.46197056637099,50-64
2511,32.0,4,2152.6899999999996,3,1,2,312,Gold,9 Caliangt Park,2087,NSW,Australia,11,Male,20,1991-07-12,Financial Services,Mass Customer,Yes,4.0,32.208344550778605,20-34
2513,106.0,7,3831.16,1,3,3,133,Bronze,6534 New Castle Plaza,2033,NSW,Australia,12,Male,55,1978-07-31,Property,Mass Customer,No,12.0,45.15590678682726,35-49
2514,46.0,3,1853.2999999999997,2,1,2,212,Silver,6 Hoard Plaza,3111,VIC,Australia,10,Male,25,1975-08-11,Financial Services,High Net Worth,Yes,17.0,48.12653588940979,35-49
2515,24.0,3,2628.42,3,1,2,312,Gold,440 Shasta Crossing,2118,NSW,Australia,10,Female,24,1995-03-07,Retail,Affluent Customer,Yes,3.0,28.555976603455935,20-34
2516,83.0,3,825.2499999999999,2,1,1,211,Bronze,1127 Artisan Parkway,4070,QLD,Australia,5,Female,42,1967-05-27,Health,Mass Customer,No,19.0,56.33478109636133,50-64
2517,145.0,4,3021.3300000000004,1,1,3,113,Bronze,23478 Ramsey Pass,2760,NSW,Australia,6,Female,1,1978-10-19,Health,Mass Customer,Yes,9.0,44.93687422626817,35-49
2519,108.0,4,456.6299999999999,1,1,1,111,Bronze,685 International Lane,4825,QLD,Australia,2,Male,76,1979-10-17,Manufacturing,Mass Customer,Yes,5.0,43.943013982731344,35-49
2520,11.0,5,2283.5499999999997,4,2,2,422,Platinum,6188 Anniversary Circle,4551,QLD,Australia,6,Male,71,1974-05-27,Retail,Affluent Customer,Yes,10.0,49.33395287949172,50-64
2521,208.0,3,2105.3900000000003,1,1,2,112,Bronze,3 American Ash Parkway,3342,VIC,Australia,7,Female,35,1999-08-29,Manufacturing,High Net Worth,Yes,3.0,24.076760740022735,20-34
2523,6.0,10,5877.28,4,4,4,444,Platinum,9 Oak Park,4205,QLD,Australia,4,Female,28,1961-10-29,Financial Services,Mass Customer,Yes,9.0,61.90915976258994,50-64
2524,184.0,6,2222.3700000000003,1,2,2,122,Bronze,82 Lukken Lane,2190,NSW,Australia,10,Male,84,1969-05-29,Retail,Mass Customer,Yes,8.0,54.327895260238755,50-64
2525,303.0,1,217.51,1,1,1,111,Bronze,88551 Hollow Ridge Pass,3500,VIC,Australia,2,Male,25,1992-10-03,Financial Services,Mass Customer,No,8.0,30.979024304640763,20-34
2526,53.0,6,2467.14,2,2,2,222,Silver,283 Claremont Hill,2138,NSW,Australia,9,Male,89,1969-02-01,Manufacturing,Mass Customer,No,8.0,54.64823038005641,50-64
2528,25.0,7,4870.35,3,3,4,334,Gold,3 Myrtle Terrace,4161,QLD,Australia,7,Male,81,1978-09-23,Financial Services,Affluent Customer,No,15.0,45.00805980844988,35-49
2529,98.0,7,4083.33,1,3,3,133,Bronze,3 Park Meadow Drive,3023,VIC,Australia,7,Male,81,1954-05-11,Manufacturing,High Net Worth,Yes,10.0,69.37817007765459,65-79
2530,9.0,7,2746.93,4,3,2,432,Platinum,2757 Green Ridge Circle,2567,NSW,Australia,8,Female,63,1960-08-03,Property,Mass Customer,Yes,18.0,63.14669372974874,50-64
2531,5.0,7,3162.37,4,3,3,433,Platinum,46 Dawn Way,2340,NSW,Australia,5,Male,48,1981-08-20,Property,High Net Worth,Yes,8.0,42.100402567028084,35-49
2532,140.0,1,17.869999999999997,1,1,1,111,Bronze,53723 Dunning Street,2153,NSW,Australia,11,Female,27,1969-05-01,Manufacturing,Mass Customer,No,11.0,54.40455665643444,50-64
2533,18.0,3,1710.62,3,1,1,311,Silver,671 Mallory Pass,2177,NSW,Australia,8,Male,11,1993-07-26,Health,Affluent Customer,Yes,5.0,30.168603830572167,20-34
2534,45.0,7,1900.9299999999996,2,3,2,232,Silver,025 Knutson Terrace,2350,NSW,Australia,3,Female,70,1965-06-21,Manufacturing,Affluent Customer,Yes,12.0,58.26500553628823,50-64
2535,14.0,6,3065.02,4,2,3,423,Platinum,778 Cambridge Street,4209,QLD,Australia,4,Male,53,1981-08-20,Financial Services,Affluent Customer,No,13.0,42.100402567028084,35-49
2536,7.0,6,4622.41,4,2,4,424,Platinum,601 Dryden Way,2264,NSW,Australia,7,Female,71,1964-06-10,Health,Mass Customer,Yes,16.0,59.29445857091591,50-64
2539,40.0,5,2862.41,3,2,3,323,Gold,0166 Stephen Drive,2785,NSW,Australia,7,Male,68,1967-04-22,Manufacturing,Affluent Customer,Yes,12.0,56.430607841605934,50-64
2541,20.0,2,1918.88,3,1,2,312,Gold,6865 Duke Trail,2234,NSW,Australia,10,Male,17,2000-03-14,Financial Services,High Net Worth,Yes,2.0,23.53465515263901,20-34
2542,43.0,7,6559.26,3,3,4,334,Gold,2 Larry Trail,2207,NSW,Australia,8,Female,43,1966-03-11,Property,Affluent Customer,Yes,12.0,57.54493599345025,50-64
2544,32.0,6,3044.7999999999997,3,2,3,323,Gold,440 Ronald Regan Pass,2261,NSW,Australia,7,Male,73,1988-01-31,Manufacturing,Mass Customer,Yes,16.0,35.65263156557015,35-49
2545,117.0,3,1970.7799999999997,1,1,2,112,Bronze,709 Rieder Terrace,3995,VIC,Australia,2,Female,33,1978-04-11,Manufacturing,Mass Customer,Yes,16.0,45.45981446460298,35-49
2546,19.0,4,974.54,3,1,1,311,Silver,688 Kropf Circle,3351,VIC,Australia,5,Female,45,1980-04-10,Manufacturing,High Net Worth,No,11.0,43.46114234950137,35-49
2547,184.0,3,703.8300000000002,1,1,1,111,Bronze,5463 Arapahoe Point,4503,QLD,Australia,4,Female,91,1985-07-08,Health,Mass Customer,Yes,14.0,38.21805043111838,35-49
2549,57.0,4,2211.5599999999995,2,1,2,212,Silver,01 Burning Wood Terrace,2323,NSW,Australia,9,Male,12,1998-08-07,Health,Mass Customer,Yes,4.0,25.13633075172729,20-34
2550,11.0,5,3128.27,4,2,3,423,Platinum,92427 Norway Maple Street,3000,VIC,Australia,6,Male,34,1997-08-12,Health,Mass Customer,Yes,4.0,26.12197727424315,20-34
2552,35.0,6,4292.35,3,2,4,324,Gold,25 Coleman Circle,2214,NSW,Australia,9,Male,1,1973-11-02,Manufacturing,Affluent Customer,Yes,17.0,49.89796172293135,50-64
2555,1.0,6,5495.54,4,2,4,424,Platinum,48 Lighthouse Bay Point,2430,NSW,Australia,7,Male,43,1976-09-19,Health,Affluent Customer,No,11.0,47.01768355157944,35-49
2556,14.0,2,419.68000000000006,4,1,1,411,Gold,0 Dunning Plaza,2462,NSW,Australia,2,Male,39,1988-08-11,Health,Mass Customer,Yes,15.0,35.124215513221365,35-49
2558,32.0,4,2907.42,3,1,3,313,Gold,02485 Bellgrove Road,3015,VIC,Australia,9,Female,84,1974-10-19,Health,High Net Worth,Yes,20.0,48.93695636347839,35-49
2559,12.0,8,2385.42,4,4,2,442,Platinum,3934 Karstens Circle,2650,NSW,Australia,2,Female,7,1969-06-21,Entertainment,High Net Worth,No,8.0,54.26492339907802,50-64
2561,1.0,4,4283.02,4,1,4,414,Platinum,67 Lerdahl Parkway,4670,QLD,Australia,1,Female,44,1963-09-06,Manufacturing,High Net Worth,Yes,15.0,60.055596718858716,50-64
2562,101.0,7,3848.22,1,3,3,133,Bronze,0 Truax Trail,3677,VIC,Australia,5,Male,98,1980-09-26,Retail,Mass Customer,No,13.0,42.99843606532031,35-49
2564,47.0,5,1144.35,2,2,1,221,Silver,1 Mendota Drive,2107,NSW,Australia,11,Female,18,1976-04-29,Health,Mass Customer,No,15.0,47.4092042535788,35-49
2565,29.0,9,7496.36,3,4,4,344,Gold,4821 Schlimgen Avenue,2007,NSW,Australia,11,Female,62,1969-08-17,Health,Affluent Customer,Yes,9.0,54.108862699679676,50-64
2566,17.0,10,3154.7799999999997,4,4,3,443,Platinum,54 Miller Parkway,3041,VIC,Australia,8,Female,48,1996-10-29,Entertainment,Affluent Customer,Yes,6.0,26.90775658524885,20-34
2567,71.0,4,1829.58,2,1,1,211,Bronze,4 Barby Avenue,2705,NSW,Australia,5,Male,97,1975-01-13,Financial Services,Mass Customer,No,22.0,48.70149636087737,35-49
2568,72.0,4,1232.95,2,1,1,211,Bronze,084 Brickson Park Park,3177,VIC,Australia,5,Female,42,1983-02-16,Manufacturing,Mass Customer,No,18.0,40.608243248219345,35-49
2569,75.0,7,3935.08,2,3,3,233,Silver,147 Golden Leaf Pass,2061,NSW,Australia,10,Male,62,1985-05-03,Retail,Mass Customer,No,16.0,38.39875229357962,35-49
2570,93.0,8,4420.450000000001,1,4,4,144,Bronze,457 Merry Pass,4812,QLD,Australia,3,Male,13,1977-09-10,Financial Services,Mass Customer,Yes,18.0,46.042988657091534,35-49
2571,45.0,3,2222.29,2,1,2,212,Silver,94 Marquette Way,2010,NSW,Australia,11,Male,97,1986-11-17,Health,Affluent Customer,Yes,7.0,36.85731064864509,35-49
2572,79.0,8,4558.42,2,4,4,244,Silver,711 Summerview Junction,2075,NSW,Australia,10,Female,30,1980-12-30,Financial Services,Mass Customer,No,13.0,42.7383348996564,35-49
2574,27.0,11,6276.370000000001,3,4,4,344,Gold,15952 Mockingbird Court,2470,NSW,Australia,3,Male,73,1979-12-21,Manufacturing,Mass Customer,No,4.0,43.76505002727709,35-49
2575,10.0,5,2118.0,4,2,2,422,Platinum,18 Towne Way,2171,NSW,Australia,9,Male,87,1974-06-07,Financial Services,High Net Worth,Yes,16.0,49.303835902414846,50-64
2576,78.0,7,2522.18,2,3,2,232,Silver,55501 Sugar Street,2548,NSW,Australia,7,Female,15,1959-05-30,Manufacturing,Mass Customer,No,13.0,64.32673164976079,65-79
2578,38.0,4,1955.7800000000002,3,1,2,312,Gold,71725 Goodland Lane,4509,QLD,Australia,7,Male,49,1991-02-27,Retail,High Net Worth,No,3.0,32.57796199672205,20-34
2579,49.0,3,788.5,2,1,1,211,Bronze,7282 Prairie Rose Trail,3184,VIC,Australia,9,Female,35,1970-12-31,Manufacturing,Mass Customer,No,16.0,52.737171289178434,50-64
2580,64.0,8,5690.45,2,4,4,244,Silver,63785 Anthes Circle,3260,VIC,Australia,1,Female,27,1988-07-04,Financial Services,Mass Customer,Yes,13.0,35.228255979486924,35-49
2581,134.0,5,3541.7000000000003,1,2,3,123,Bronze,6 Loomis Trail,2099,NSW,Australia,11,Female,49,1974-06-10,Manufacturing,Affluent Customer,Yes,11.0,49.29562218139388,50-64
2582,52.0,5,2912.8100000000004,2,2,3,223,Silver,6551 Atwood Road,4216,QLD,Australia,7,Male,98,1977-08-10,Health,Mass Customer,No,7.0,46.127863774308175,35-49
2583,92.0,4,2652.07,1,1,2,112,Bronze,258 Bunker Hill Hill,2138,NSW,Australia,8,Female,34,1963-09-12,Property,Mass Customer,No,15.0,60.039169276816786,50-64
2584,38.0,5,2208.2400000000002,3,2,2,322,Gold,592 Oak Valley Center,2534,NSW,Australia,9,Female,86,1980-07-07,Financial Services,High Net Worth,No,12.0,43.22020653288638,35-49
2586,19.0,3,1145.04,3,1,1,311,Silver,9106 Thompson Hill,2032,NSW,Australia,8,Male,10,1979-09-12,Financial Services,Mass Customer,Yes,13.0,44.038840727975945,35-49
2590,50.0,6,5482.999999999999,2,2,4,224,Silver,27 Grayhawk Alley,2102,NSW,Australia,11,Female,48,1964-09-22,Financial Services,Affluent Customer,Yes,11.0,59.00971624218911,50-64
2591,42.0,6,5839.22,3,2,4,324,Gold,5342 Hallows Lane,2021,NSW,Australia,12,Male,50,1974-02-04,Retail,High Net Worth,No,13.0,49.64059846427443,50-64
2592,37.0,8,6490.3,3,4,4,344,Gold,303 Michigan Avenue,3977,VIC,Australia,5,Male,84,1995-06-19,Financial Services,Mass Customer,Yes,1.0,28.271234274729128,20-34
2593,60.0,4,937.8200000000002,2,1,1,211,Bronze,6 Forest Avenue,2870,NSW,Australia,4,Female,69,1973-07-26,Manufacturing,Affluent Customer,No,19.0,50.169014516623214,50-64
2594,91.0,6,4895.55,1,2,4,124,Bronze,3 Pennsylvania Terrace,2197,NSW,Australia,9,Male,90,1997-06-23,Manufacturing,Mass Customer,No,2.0,26.258872624592577,20-34
2597,5.0,6,4017.66,4,2,3,423,Platinum,97 Waxwing Terrace,4217,QLD,Australia,10,Female,58,1980-10-25,Manufacturing,High Net Worth,Yes,11.0,42.91903676211764,35-49
2598,87.0,6,3931.13,1,2,3,123,Bronze,2 Marquette Drive,2204,NSW,Australia,8,Male,23,1980-03-26,Manufacturing,Affluent Customer,No,9.0,43.5022109546062,35-49
2599,53.0,7,4275.0,2,3,4,234,Silver,357 Elgar Alley,3910,VIC,Australia,9,Female,9,1954-05-03,Manufacturing,Mass Customer,No,5.0,69.4000733337105,65-79
2600,171.0,3,3233.7700000000004,1,1,3,113,Bronze,37258 Stephen Place,4116,QLD,Australia,9,Male,55,2001-03-03,Financial Services,Mass Customer,Yes,1.0,22.56543607216508,20-34
2601,36.0,8,4582.12,3,4,4,344,Gold,9 Cambridge Junction,2315,NSW,Australia,7,Female,48,1975-01-18,Financial Services,Affluent Customer,No,13.0,48.68780682584243,35-49
2602,71.0,8,4240.08,2,4,4,244,Silver,10 American Alley,2066,NSW,Australia,12,Female,46,1977-03-22,Health,Mass Customer,No,3.0,46.51390866229356,35-49
2603,14.0,7,4657.99,4,3,4,434,Platinum,84 Stuart Lane,3146,VIC,Australia,11,Female,44,1962-02-04,Financial Services,High Net Worth,No,11.0,61.64084487590506,50-64
2604,86.0,6,2795.79,1,2,2,122,Bronze,6 Carioca Avenue,3185,VIC,Australia,9,Male,91,1975-05-08,Retail,Mass Customer,Yes,7.0,48.38663705507369,35-49
2605,115.0,5,4346.57,1,2,4,124,Bronze,75688 Maple Court,3618,VIC,Australia,1,Male,50,1965-02-03,Health,High Net Worth,Yes,18.0,58.64283670325265,50-64
2606,5.0,10,4718.429999999999,4,4,4,444,Platinum,906 Toban Lane,2093,NSW,Australia,10,Female,56,1978-08-19,Manufacturing,High Net Worth,No,12.0,45.10388655369447,35-49
2607,5.0,8,1943.5099999999998,4,4,2,442,Platinum,76085 Eagan Crossing,3071,VIC,Australia,10,Male,90,1992-05-08,Health,Affluent Customer,Yes,7.0,31.384234541675063,20-34
2608,17.0,7,1553.4599999999998,4,3,1,431,Platinum,28634 Nova Circle,3127,VIC,Australia,12,Female,44,1975-11-05,Health,Affluent Customer,Yes,6.0,47.89107588680878,35-49
2609,181.0,8,2569.9399999999996,1,4,2,142,Bronze,34 Colorado Pass,2287,NSW,Australia,6,Female,17,1964-12-18,Financial Services,Mass Customer,Yes,14.0,58.7715183325811,50-64
2610,112.0,8,5598.91,1,4,4,144,Bronze,1031 Kennedy Way,4507,QLD,Australia,7,Female,41,1954-04-30,IT,Mass Customer,No,10.0,69.40828705473146,65-79
2611,2.0,7,2609.86,4,3,2,432,Platinum,23426 Transport Center,2218,NSW,Australia,10,Female,36,1991-02-18,Financial Services,Affluent Customer,No,9.0,32.60260315978495,20-34
2612,209.0,2,1145.41,1,1,1,111,Bronze,20 Del Mar Circle,2450,NSW,Australia,9,Male,33,1969-04-30,Retail,Affluent Customer,No,18.0,54.407294563441425,50-64
2613,98.0,5,2848.79,1,2,2,122,Bronze,3024 Butternut Crossing,2087,NSW,Australia,11,Male,78,1966-06-13,Health,Mass Customer,Yes,16.0,57.287572734793336,50-64
2614,20.0,4,3002.51,3,1,3,313,Gold,93124 Monterey Plaza,3000,VIC,Australia,7,Male,65,1957-10-16,Retail,High Net Worth,No,18.0,65.944834690891,65-79
2615,55.0,9,5517.12,2,4,4,244,Silver,51313 Fulton Junction,2580,NSW,Australia,7,Female,23,1998-08-13,Financial Services,Mass Customer,Yes,1.0,25.119903309685355,20-34
2617,126.0,7,6814.219999999999,1,3,4,134,Bronze,55590 Ridgeview Court,2147,NSW,Australia,9,Female,79,1959-10-20,Health,High Net Worth,No,18.0,63.93521094776143,50-64
2619,76.0,2,2659.5699999999997,2,1,2,212,Silver,25 Parkside Terrace,4570,QLD,Australia,3,Female,62,1978-07-05,Financial Services,High Net Worth,Yes,14.0,45.22709236900896,35-49
2620,30.0,8,4919.55,3,4,4,344,Gold,61 Northfield Pass,2190,NSW,Australia,10,Male,26,1999-04-30,Manufacturing,Mass Customer,No,1.0,24.408047487868345,20-34
2621,9.0,7,3235.99,4,3,3,433,Platinum,536 Crowley Crossing,2167,NSW,Australia,7,Female,24,1974-02-21,Entertainment,High Net Worth,No,15.0,49.59405404515563,50-64
2622,16.0,7,3800.0299999999997,4,3,3,433,Platinum,0 Erie Lane,4405,QLD,Australia,1,Male,13,1979-12-10,Financial Services,Mass Customer,No,16.0,43.79516700435397,35-49
2623,10.0,5,4136.08,4,2,3,423,Platinum,9837 Granby Alley,2445,NSW,Australia,7,Male,42,1982-07-28,Property,Mass Customer,Yes,15.0,41.16403837063801,35-49
2624,27.0,5,2159.3100000000004,3,2,2,322,Gold,8 Lake View Way,3977,VIC,Australia,7,Male,37,1964-07-08,Retail,Mass Customer,Yes,11.0,59.21779717472023,50-64
2625,84.0,4,1764.47,2,1,1,211,Bronze,1567 Schiller Street,3810,VIC,Australia,6,Female,45,1972-03-16,Manufacturing,Affluent Customer,Yes,8.0,51.5297542990965,50-64
2626,41.0,4,2023.9499999999998,3,1,2,312,Gold,6 Warbler Road,2462,NSW,Australia,5,Male,42,1998-10-24,Property,Affluent Customer,Yes,4.0,24.922774005182184,20-34
2627,33.0,6,4375.27,3,2,4,324,Gold,383 Little Fleur Circle,2753,NSW,Australia,7,Female,7,1971-10-29,Retail,Mass Customer,Yes,12.0,51.910323373067904,50-64
2628,173.0,4,1808.92,1,1,1,111,Bronze,804 Shelley Junction,2567,NSW,Australia,7,Male,29,2001-05-21,Entertainment,Affluent Customer,No,1.0,22.349141418612987,20-34
2629,44.0,6,5174.88,3,2,4,324,Gold,2 Beilfuss Plaza,2000,NSW,Australia,9,Female,60,1976-08-13,Entertainment,High Net Worth,No,19.0,47.118986110838016,35-49
2630,62.0,10,4794.58,2,4,4,244,Silver,78019 Manley Center,2304,NSW,Australia,5,Male,76,1978-12-17,Retail,Mass Customer,No,10.0,44.77533771285585,35-49
2631,27.0,3,866.46,3,1,1,311,Silver,34 Warrior Trail,2759,NSW,Australia,8,Male,4,1995-05-11,Financial Services,Mass Customer,Yes,2.0,28.378012648001683,20-34
2632,7.0,4,4100.59,4,1,3,413,Platinum,688 Straubel Junction,2113,NSW,Australia,9,Male,18,1965-09-29,Argiculture,Mass Customer,No,16.0,57.99121483558938,50-64
2633,15.0,9,3696.87,4,4,3,443,Platinum,1945 Loomis Alley,2871,NSW,Australia,1,Female,47,1969-01-18,Property,Mass Customer,Yes,12.0,54.68656107815425,50-64
2634,189.0,3,798.28,1,1,1,111,Bronze,87 Elka Terrace,2034,NSW,Australia,12,Male,85,1980-07-14,Financial Services,High Net Worth,No,15.0,43.20104118383746,35-49
2635,68.0,8,5178.5599999999995,2,4,4,244,Silver,13 Dexter Lane,3279,VIC,Australia,8,Male,45,1959-01-03,Retail,Mass Customer,No,14.0,64.7292039797881,65-79
2636,30.0,3,407.9600000000001,3,1,1,311,Silver,701 Talisman Crossing,2000,NSW,Australia,10,Female,35,1974-01-05,Manufacturing,High Net Worth,Yes,14.0,49.722735674484085,50-64
2637,54.0,11,11222.65,2,4,4,244,Silver,518 Colorado Trail,2100,NSW,Australia,10,Female,28,1972-07-30,Retail,Mass Customer,Yes,11.0,51.15739894614607,50-64
2638,83.0,10,4047.25,2,4,3,243,Silver,3 Forest Dale Lane,2100,NSW,Australia,11,Male,1,1977-02-10,IT,Mass Customer,Yes,15.0,46.623424942573095,35-49
2639,31.0,5,3676.2200000000003,3,2,3,323,Gold,9 Huxley Hill,4503,QLD,Australia,6,Female,70,1986-07-03,Entertainment,Mass Customer,Yes,10.0,37.232403908602514,35-49
2644,60.0,2,1607.27,2,1,1,211,Bronze,008 6th Center,3141,VIC,Australia,7,Male,72,1977-09-03,IT,Mass Customer,No,12.0,46.06215400614045,35-49
